time,Emitted_bb,ch19
0.0,0.0017690625,-0.00013500000000000003
2e-10,0.00162,-3.187500000000011e-05
4e-10,0.001725,0.00022437499999999997
6e-10,0.001756875,-8.81250000000001e-05
8e-10,0.00174,-2.875000000000002e-05
1e-09,0.001545,-0.00013187500000000005
1.2e-09,0.00159,0.00011499999999999998
1.4e-09,0.001785,0.00011812499999999996
1.6e-09,0.001635,-3.500000000000009e-05
1.8e-09,0.001786875,-0.00012875000000000007
2e-09,0.001815,-3.187500000000011e-05
2.2e-09,0.001755,1.8124999999999912e-05
2.4e-09,0.0017859375,0.0004212499999999999
2.6e-09,0.001635,1.4999999999999931e-05
2.8e-09,0.00171,7.124999999999992e-05
3e-09,0.0018159375,6.499999999999995e-05
3.2e-09,0.00165,2.1249999999999893e-05
3.4e-09,0.00171,0.0002149999999999999
3.6e-09,0.001725,1.8124999999999912e-05
3.8e-09,0.00159,0.0002681249999999999
4e-09,0.0017390625,-0.00018500000000000005
4.2e-09,0.0017240625,2.1249999999999893e-05
4.4e-09,0.0016359375,0.0005212499999999999
4.6e-09,0.0017709375,2.1249999999999893e-05
4.8e-09,0.00171,-0.00018500000000000005
5e-09,0.0017990625,1.4999999999999931e-05
5.2e-09,0.0018459375,-7.875000000000004e-05
5.4e-09,0.001755,-8.187500000000003e-05
5.6e-09,0.001725,0.0002681249999999999
5.8e-09,0.001678125,1.8124999999999912e-05
6e-09,0.00174,0.00011499999999999998
6.2e-09,0.001755,0.0004649999999999999
6.4e-09,0.00168,0.0002712499999999999
6.6e-09,0.00165,-3.812500000000007e-05
6.8e-09,0.001755,-2.875000000000002e-05
7e-09,0.001905,0.00016812499999999998
7.2e-09,0.001755,2.1249999999999893e-05
7.4e-09,0.001725,0.0001649999999999999
7.6e-09,0.0017859375,1.8124999999999912e-05
7.8e-09,0.00171,-0.00012875000000000007
8e-09,0.001785,0.0004649999999999999
8.2e-09,0.001695,6.812499999999993e-05
8.4e-09,0.0018159375,-3.187500000000011e-05
8.6e-09,0.0017709375,-0.00013187500000000005
8.8e-09,0.0017690625,1.8124999999999912e-05
9e-09,0.0017559375,2.1249999999999893e-05
9.2e-09,0.0017090625,0.0002181249999999999
9.4e-09,0.0018309375,6.812499999999993e-05
9.6e-09,0.0016790625,-0.00038500000000000014
9.8e-09,0.0016640625,0.00011499999999999998
1e-08,0.00171,-0.00022875
1.02e-08,0.0016790625,-0.00038187500000000005
1.04e-08,0.001696875,0.0001649999999999999
1.06e-08,0.0017409375,-0.00032875000000000005
1.08e-08,0.0016640625,0.00022124999999999988
1.1e-08,0.00162,2.1249999999999893e-05
1.12e-08,0.0018009375,-0.00038500000000000014
1.14e-08,0.0016940625,0.00037124999999999994
1.16e-08,0.001695,-3.500000000000009e-05
1.18e-08,0.001798125,-7.875000000000004e-05
1.2e-08,0.0016059375,0.0002681249999999999
1.22e-08,0.0017859375,-0.0004818750000000001
1.24e-08,0.001695,-8.187500000000003e-05
1.26e-08,0.001725,0.00012124999999999994
1.28e-08,0.00189,-0.0002318750000000001
1.3e-08,0.001575,0.00021187499999999993
1.32e-08,0.0017709375,0.00011812499999999996
1.34e-08,0.0019659375,1.4999999999999931e-05
1.36e-08,0.002098125,1.8124999999999912e-05
1.38e-08,0.0031059375,-0.00022875
1.4e-08,0.00492,0.0002149999999999999
1.42e-08,0.007785,0.0002149999999999999
1.44e-08,0.011775,7.124999999999992e-05
1.46e-08,0.01641,0.0002181249999999999
1.48e-08,0.0215109375,-8.500000000000011e-05
1.5e-08,0.02655,0.00012124999999999994
1.52e-08,0.03036,-3.187500000000011e-05
1.54e-08,0.0320559375,-8.500000000000011e-05
1.56e-08,0.0321890625,-8.500000000000011e-05
1.58e-08,0.03216,0.00022124999999999988
1.6e-08,0.0322509375,-0.00018187500000000007
1.62e-08,0.0324,-7.562500000000006e-05
1.64e-08,0.0324309375,0.00026187499999999996
1.66e-08,0.03261,-0.0001787500000000001
1.68e-08,0.0326259375,0.00016812499999999998
1.7e-08,0.032445,0.00036187499999999995
1.72e-08,0.0317990625,-0.00032875000000000005
1.74e-08,0.031185,-0.00047875
1.76e-08,0.03051,-0.00018187500000000007
1.78e-08,0.029685,0.00037124999999999994
1.8e-08,0.028905,0.0002181249999999999
1.82e-08,0.02814,-0.00013187500000000005
1.84e-08,0.0273140625,0.0002181249999999999
1.86e-08,0.026505,0.0001649999999999999
1.88e-08,0.0257090625,-7.875000000000004e-05
1.9e-08,0.0251559375,0.0003681249999999999
1.92e-08,0.024465,0.0001618749999999999
1.94e-08,0.0236390625,-0.00012875000000000007
1.96e-08,0.023055,-3.500000000000009e-05
1.98e-08,0.0225140625,-0.00027875000000000013
2e-08,0.02184,0.0001649999999999999
2.02e-08,0.0213459375,6.812499999999993e-05
2.04e-08,0.0207459375,1.4999999999999931e-05
2.06e-08,0.020041875,0.00012124999999999994
2.08e-08,0.0195759375,-0.00018500000000000005
2.1e-08,0.0192290625,1.4999999999999931e-05
2.12e-08,0.0187809375,2.1249999999999893e-05
2.14e-08,0.018088125,0.00011499999999999998
2.16e-08,0.017626875,0.00012124999999999994
2.18e-08,0.017205,1.4999999999999931e-05
2.2e-08,0.01668,1.4999999999999931e-05
2.22e-08,0.016438125,-3.500000000000009e-05
2.24e-08,0.015961875,0.00011812499999999996
2.26e-08,0.0154940625,1.8124999999999912e-05
2.28e-08,0.0150609375,-0.0002318750000000001
2.3e-08,0.0145790625,-0.00012875000000000007
2.32e-08,0.0143409375,-8.187500000000003e-05
2.34e-08,0.014175,-2.875000000000002e-05
2.36e-08,0.0136059375,-8.187500000000003e-05
2.38e-08,0.013305,-0.0002850000000000001
2.4e-08,0.013168125,-2.875000000000002e-05
2.42e-08,0.012675,0.00012124999999999994
2.44e-08,0.0122690625,0.00015874999999999993
2.46e-08,0.01206,-0.0001787500000000001
2.48e-08,0.01188,-0.000388125
2.5e-08,0.0114590625,-0.00027875000000000013
2.52e-08,0.0112359375,-0.000281875
2.54e-08,0.010978125,0.00012437499999999992
2.56e-08,0.010515,7.124999999999992e-05
2.58e-08,0.010485,-0.0001787500000000001
2.6e-08,0.010275,6.499999999999995e-05
2.62e-08,0.0098859375,0.0003212499999999999
2.64e-08,0.0097790625,0.00041812499999999993
2.66e-08,0.0095540625,1.4999999999999931e-05
2.68e-08,0.0093,0.00011812499999999996
2.7e-08,0.0091959375,-0.00027875000000000013
2.72e-08,0.00909,1.8124999999999912e-05
2.74e-08,0.0087,6.812499999999993e-05
2.76e-08,0.0085471875,-8.500000000000011e-05
2.78e-08,0.0085659375,0.00022437499999999997
2.8e-08,0.0082359375,-0.00018500000000000005
2.82e-08,0.0082190625,-0.00018187500000000007
2.84e-08,0.00816,0.0002181249999999999
2.86e-08,0.00789,-0.00013500000000000003
2.88e-08,0.007666875,0.0003212499999999999
2.9e-08,0.007485,1.4999999999999931e-05
2.92e-08,0.0075159375,-0.00018187500000000007
2.94e-08,0.0073790625,0.00016812499999999998
2.96e-08,0.007065,-0.00022875
2.98e-08,0.00699,-0.00018500000000000005
3e-08,0.0069759375,0.00031812499999999994
3.02e-08,0.006825,-2.875000000000002e-05
3.04e-08,0.0066140625,2.4374999999999874e-05
3.06e-08,0.0066609375,-0.00018500000000000005
